,original,untrusted,plagiarism
66," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4 {     public static void Konversi(int n) {         int miles = 1;         while (miles <= n) {             System.out.println(miles + ""\t\t"" + miles * 1.609);             miles++;         }     }          public static void main(String[] args) {         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");                  Konversi(10);     } } ",1
67," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4 {     public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } ",1
68," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4L1 {     public static void main(String[] args) {         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");                  int miles = 1;         while (miles <= 10) {                          System.out.println(miles + ""\t\t"" + miles * 1.609);             miles++;         }     } } ",1
69," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4L2 {     public static void main(String[] args) {         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");                  int counter = 1;         while (counter <= 10) {                                       System.out.println(counter + ""\t\t"" + counter * 1.609);             counter++;         }     } } ",1
70," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4L3 {     public static void main(String[] args) {         int counter = 1;         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");                  while (counter <= 10) {                                       System.out.println(counter + ""\t\t"" + counter * 1.609);             counter++;         }     } } ",1
71," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4L4 {     public static void main(String[] args) {         int counter = 1;         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");                  while (counter <= 10) {                                       System.out.println(counter + ""\t\t"" + ConvertMilesToKilo(counter));             counter++;         }     }          private static double ConvertMilesToKilo(int miles){         return miles * 1.609;     } } ",1
72," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4L5 {     public static void main(String[] args) {         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");                  for (int i = 1; i <= 10; i++) {                                       System.out.println(i + ""\t\t"" + ConvertMilesToKilo(i));         }     }     private static double ConvertMilesToKilo(int miles) {         return miles * 1.609;     } } ",1
73," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class Kasus4L6 {     public static void main(String[] args) {         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");         ShowTable(10);     }     private static void ShowTable(int jumlahData) {         for (int i = jumlahData; i >= 1; i--) {                          int temp = jumlahData + 1 - i;             System.out.println(temp + ""\t\t"" + ConvertMilesToKilo(temp));         }     }     private static double ConvertMilesToKilo(int miles) {         return miles * 1.609;     } } ",1
74," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class L1 {     public static void main(String[] args) {         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");         int miles = 1;         while (miles <= 10) {             System.out.println(miles + ""\t\t"" + miles * 1.609);             miles++;         }     } } ",1
75," public class T4 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } } "," public class L2 {     public static void main(String[] args) {         System.out.println(""Miles\t\tKilometers"");         System.out.println(""-------------------------------"");         int mil = 1;         while (mil <= 10) {             System.out.println(mil + ""\t\t"" + mil * 1.609);             mil++;         }     } } ",1
